"Date","Price","Open","High","Low","Vol.","Change %"
"08/20/2019","73.850","74.110","74.257","73.707","","-0.35%"
"08/19/2019","74.110","73.739","74.401","73.524","","0.50%"
"08/16/2019","73.739","73.400","73.832","72.998","","0.46%"
"08/15/2019","73.400","73.560","74.236","73.198","","-0.22%"
"08/14/2019","73.560","72.540","73.665","72.540","","1.41%"
"08/13/2019","72.540","73.350","73.881","72.414","","-1.10%"
"08/12/2019","73.350","73.109","73.666","73.008","","0.33%"
"08/09/2019","73.109","72.715","73.488","72.715","","0.54%"
"08/08/2019","72.715","73.180","73.221","72.700","","-0.64%"
"08/07/2019","73.180","73.117","73.773","72.650","","0.09%"
"08/06/2019","73.117","73.368","73.370","72.620","","-0.34%"
"08/05/2019","73.368","72.455","73.482","72.145","","1.26%"
"08/02/2019","72.455","71.336","72.623","71.335","","1.57%"
"08/01/2019","71.336","70.500","71.396","70.380","","1.19%"
"07/31/2019","70.500","70.836","70.838","70.330","","-0.47%"
"07/30/2019","70.836","70.717","71.018","70.531","","0.17%"
"07/29/2019","70.717","70.500","70.761","70.498","","0.31%"
"07/26/2019","70.500","70.435","70.591","70.239","","0.09%"
"07/25/2019","70.435","70.492","70.605","69.959","","-0.08%"
"07/24/2019","70.492","70.429","70.492","70.184","","0.09%"
"07/23/2019","70.429","70.721","70.755","70.403","","-0.41%"
"07/22/2019","70.721","70.692","70.795","70.573","","0.04%"
"07/19/2019","70.692","70.799","70.897","70.620","","-0.15%"
"07/18/2019","70.799","70.637","70.890","70.504","","0.23%"
"07/17/2019","70.637","70.641","70.665","70.381","","-0.01%"
"07/16/2019","70.641","70.543","70.738","70.378","","0.14%"
"07/15/2019","70.543","70.930","71.011","70.473","","-0.55%"
"07/12/2019","70.930","70.680","71.059","70.680","","0.35%"
"07/11/2019","70.680","71.078","71.086","70.645","","-0.56%"
"07/10/2019","71.078","71.600","71.628","71.033","","-0.73%"
"07/09/2019","71.600","71.370","71.629","71.326","","0.32%"
"07/08/2019","71.370","71.669","71.797","71.172","","-0.42%"
"07/05/2019","71.669","71.622","71.722","71.405","","0.06%"
"07/04/2019","71.622","71.430","71.643","71.430","","0.27%"
"07/03/2019","71.430","71.420","71.866","71.375","","0.01%"
"07/02/2019","71.420","71.062","71.581","71.060","","0.50%"
"07/01/2019","71.062","71.863","71.863","71.062","","-1.11%"
"06/28/2019","71.863","71.669","71.919","71.509","","0.27%"
"06/27/2019","71.669","71.709","71.784","71.518","","-0.06%"
"06/26/2019","71.709","71.447","71.859","71.323","","0.37%"
"06/25/2019","71.447","71.323","71.649","71.164","","0.17%"
"06/24/2019","71.323","71.652","71.756","71.314","","-0.46%"
"06/21/2019","71.652","71.027","71.925","71.027","","0.88%"
"06/20/2019","71.027","71.580","71.654","70.972","","-0.77%"
"06/19/2019","71.580","71.680","71.762","71.530","","-0.14%"
"06/18/2019","71.680","72.154","72.346","71.557","","-0.66%"
"06/17/2019","72.154","72.112","72.230","72.062","","-0.03%"
"06/14/2019","72.175","72.815","72.815","72.120","","-0.88%"
"06/13/2019","72.815","73.137","73.137","72.717","","-0.44%"
"06/11/2019","73.137","73.288","73.288","72.933","","-0.21%"
"06/10/2019","73.288","73.479","73.479","73.065","","-0.26%"
"06/07/2019","73.479","73.335","73.621","73.190","","0.20%"
"06/06/2019","73.335","73.371","73.584","73.160","","-0.05%"
"06/05/2019","73.371","73.320","73.527","73.219","","0.07%"
"06/04/2019","73.320","73.467","73.595","73.175","","-0.20%"
"06/03/2019","73.467","73.066","73.557","72.938","","0.55%"
"05/31/2019","73.066","72.550","73.118","72.550","","0.71%"
"05/30/2019","72.550","72.317","72.582","72.233","","0.32%"
"05/29/2019","72.317","72.242","72.839","72.242","","0.10%"
"05/28/2019","72.242","72.144","72.336","72.064","","0.14%"
"05/27/2019","72.144","72.255","72.255","72.044","","-0.15%"
"05/24/2019","72.255","72.469","72.469","72.090","","-0.30%"
"05/23/2019","72.469","71.823","72.538","71.759","","0.90%"
"05/22/2019","71.823","71.916","71.917","71.660","","-0.13%"
"05/21/2019","71.916","72.053","72.057","71.855","","-0.19%"
"05/20/2019","72.053","72.230","72.230","71.912","","-0.25%"
"05/17/2019","72.230","72.207","72.335","72.116","","0.03%"
"05/16/2019","72.207","72.448","72.448","71.972","","-0.33%"
"05/15/2019","72.448","72.750","72.793","72.234","","-0.42%"
"05/14/2019","72.750","73.450","73.548","72.720","","-0.95%"
"05/13/2019","73.450","73.140","73.663","73.140","","0.42%"
"05/10/2019","73.140","72.855","73.581","72.855","","0.39%"
"05/08/2019","72.855","73.153","73.171","72.744","","-0.41%"
"05/07/2019","73.153","73.063","73.179","72.751","","0.12%"
"05/06/2019","73.063","72.940","73.298","72.821","","0.17%"
"05/03/2019","72.940","73.120","73.203","72.671","","-0.25%"
"05/02/2019","73.120","72.512","73.408","72.512","","0.84%"
"04/30/2019","72.512","72.087","72.621","72.085","","0.59%"
"04/29/2019","72.087","72.169","72.256","71.857","","-0.11%"
"04/26/2019","72.169","71.980","72.403","71.975","","0.26%"
"04/25/2019","71.980","71.758","72.297","71.757","","0.31%"
"04/24/2019","71.758","71.497","72.010","71.497","","0.36%"
"04/23/2019","71.497","71.827","71.827","71.400","","-0.46%"
"04/22/2019","71.827","72.047","72.050","71.668","","-0.30%"
"04/19/2019","72.047","71.829","72.076","71.815","","0.30%"
"04/18/2019","71.829","72.128","72.432","71.810","","-0.41%"
"04/17/2019","72.128","72.329","72.391","72.075","","-0.28%"
"04/16/2019","72.329","72.630","72.787","72.327","","-0.41%"
"04/15/2019","72.630","72.698","72.795","72.615","","-0.09%"
"04/12/2019","72.698","72.727","72.929","72.588","","-0.04%"
"04/11/2019","72.727","72.486","72.838","72.480","","0.33%"
"04/10/2019","72.486","73.132","73.132","72.390","","-0.88%"
"04/09/2019","73.132","73.070","73.193","72.884","","0.09%"
"04/08/2019","73.070","73.285","73.512","73.005","","-0.29%"
"04/05/2019","73.285","73.480","73.494","73.157","","-0.26%"
"04/04/2019","73.480","73.282","73.547","73.233","","0.27%"
"04/03/2019","73.282","73.160","73.475","73.073","","0.17%"
"04/02/2019","73.160","73.073","73.382","73.073","","0.12%"
"04/01/2019","73.073","73.658","73.981","73.022","","-0.79%"
"03/29/2019","73.658","72.860","73.839","72.434","","1.10%"
"03/28/2019","72.860","72.898","73.267","72.785","","-0.05%"
"03/27/2019","72.898","72.588","73.207","72.568","","0.43%"
"03/26/2019","72.588","72.510","72.858","72.434","","0.11%"
"03/25/2019","72.510","73.067","73.067","72.310","","-0.76%"
"03/22/2019","73.067","72.625","73.160","72.265","","0.61%"
"03/21/2019","72.625","72.863","72.871","72.426","","-0.33%"
"03/20/2019","72.863","73.073","73.141","72.740","","-0.29%"
"03/19/2019","73.073","72.983","73.236","72.882","","0.12%"
"03/18/2019","72.983","73.399","73.465","72.843","","-0.57%"
"03/15/2019","73.399","74.015","74.112","73.383","","-0.83%"
"03/14/2019","74.015","74.121","74.121","73.890","","-0.14%"
"03/13/2019","74.121","74.091","74.180","73.824","","0.04%"
"03/12/2019","74.091","74.184","74.210","73.995","","-0.13%"
"03/11/2019","74.184","74.130","74.381","74.083","","0.07%"
"03/07/2019","74.130","74.591","74.729","74.090","","-0.62%"
"03/06/2019","74.591","74.335","74.693","74.335","","0.34%"
"03/05/2019","74.335","74.551","74.590","74.270","","-0.29%"
"03/04/2019","74.551","74.887","74.887","74.326","","-0.45%"
"03/01/2019","74.887","75.000","75.003","74.722","","-0.15%"
"02/28/2019","75.000","74.760","75.071","74.760","","0.32%"
"02/27/2019","74.760","74.832","75.090","74.692","","-0.10%"
"02/26/2019","74.832","74.409","74.948","74.409","","0.57%"
"02/25/2019","74.409","74.091","74.475","73.987","","0.43%"
"02/22/2019","74.091","74.369","74.416","74.076","","-0.37%"
"02/21/2019","74.369","74.465","74.465","74.109","","-0.13%"
"02/20/2019","74.465","74.575","74.732","74.360","","-0.15%"
"02/19/2019","74.575","74.980","74.980","74.555","","-0.54%"
"02/18/2019","74.980","74.941","75.000","74.802","","0.05%"
"02/15/2019","74.941","75.223","75.290","74.815","","-0.37%"
"02/14/2019","75.223","74.930","75.700","74.793","","0.39%"
"02/13/2019","74.930","74.660","74.950","74.180","","0.36%"
"02/12/2019","74.660","74.225","74.871","73.910","","0.59%"
"02/11/2019","74.225","74.479","74.497","74.107","","-0.34%"
"02/08/2019","74.479","74.788","74.948","74.401","","-0.41%"
"02/07/2019","74.788","74.848","75.100","74.700","","-0.08%"
"02/06/2019","74.848","74.885","75.053","74.713","","-0.05%"
"02/05/2019","74.885","75.005","75.005","74.708","","-0.16%"
"02/04/2019","75.005","75.079","75.197","74.948","","-0.10%"
"02/01/2019","75.079","74.890","75.311","74.890","","0.25%"
"01/31/2019","74.890","75.238","75.419","74.816","","-0.46%"
